Year,player_name,last_name,first_name,team,team_clean,Position,games_played,goals,assists,points,penalty_mins,pp_goals,pp_assists,sh_goals,sh_assists
2019,"McConvey, Thomas",McConvey, Thomas,MIM,MIM,,20,48,57,105,28,11,17,4,3
2019,"Waters, Kyle",Waters, Kyle,ORA,ORA,,20,42,55,97,18,7,13,0,1
2019,"Williams, Dyson",Williams, Dyson,WHI,WHI,,19,36,59,95,8,9,12,0,0
2019,"Van Schepen, Seth",Van Schepen, Seth,BRA,BRA,,20,24,62,86,2,9,17,0,0
2019,"Pilon, Kealan",Pilon, Kealan,SCA,SCA,,20,34,47,81,2,5,4,0,0
2019,"Hasen, Austin",Hasen, Austin,BRA,BRA,,19,34,45,79,14,9,12,1,0
2019,"Pipher, Devin",Pipher, Devin,WHI,WHI,,20,19,57,76,37,5,12,1,1
2019,"Zavitz, Carter",Zavitz, Carter,SCA,SCA,,18,21,51,72,12,3,6,0,0
2019,"Anderson, Matt",Anderson, Matt,BUR,BUR,,18,30,39,69,24,4,13,1,1
2019,"Watson, Dylan",Watson, Dylan,ORA,ORA,,19,44,23,67,18,9,9,2,0
2019,"Buck, Tanner",Buck, Tanner,ORA,ORA,,19,28,37,65,10,8,12,0,0
2019,"Kurtz, Tye",Kurtz, Tye,KWE,KWE,,16,28,37,65,6,8,4,0,1
2019,"Kealey, Corson",Kealey, Corson,TOR,TOR,,19,29,35,64,0,3,6,1,2
2019,"X Sykes, Justin",Sykes, Justin,MIM,MIM,,19,28,34,62,0,6,11,0,0
2019,"Knox, Jason",Knox, Jason,BUR,BUR,,12,29,32,61,13,7,12,2,1
2019,"McNabb, Jake",McNabb, Jake,SCA,SCA,,17,26,33,59,0,6,6,0,0
2019,"Longboat, Travis",Longboat, Travis,SNA,SNA,,19,22,35,57,6,2,6,1,3
2019,"X Grenon, Nathan",Grenon, Nathan,BRA,BRA,,19,29,28,57,30,5,5,0,1
2019,"Lemieux, Hunter",Lemieux, Hunter,BUR,BUR,,19,22,33,55,19,3,5,0,1
2019,"DiCicco, Trent",DiCicco, Trent,KWE,KWE,,17,20,33,53,20,2,9,0,0
2019,"Haigh, Gareth",Haigh, Gareth,MIM,MIM,,20,30,23,53,27,10,2,1,1
2019,"Whiteford, James",Whiteford, James,BRA,BRA,,20,15,38,53,8,1,4,2,1
2019,"Poitras, Adam",Poitras, Adam,WHI,WHI,,19,25,27,52,2,4,5,0,0
2019,"Thomas, Skkylar",Thomas, Skkylar,TOR,TOR,,17,13,39,52,4,1,4,0,0
2019,"X Donville, Jonathan",Donville, Jonathan,MIM,MIM,,11,22,30,52,10,2,11,1,1
2019,"Clark, Taggart",Clark, Taggart,TOR,TOR,,20,20,31,51,2,1,4,0,1
2019,"X Del Zotto, Scott",Del Zotto, Scott,BUR,BUR,,18,17,34,51,29,3,8,0,0
2019,"Bomberry, Jeremy",Bomberry, Jeremy,SNA,SNA,,18,19,31,50,43,3,3,1,2
2019,"Peshko, Johnathan",Peshko, Johnathan,MIM,MIM,,19,13,37,50,4,0,12,0,2
2019,"Angus, Marley",Angus, Marley,OAK,OAK,,18,20,28,48,0,2,7,0,0
2019,"Walcot, Jaden",Walcot, Jaden,OAK,OAK,,16,19,29,48,0,5,4,0,1
2019,"Cook, Tanner",Cook, Tanner,WHI,WHI,,13,24,22,46,42,3,5,1,0
2019,"Kearnan, Brady",Kearnan, Brady,TOR,TOR,,18,18,28,46,15,1,5,0,0
2019,"Kurtz, Reed",Kurtz, Reed,KWE,KWE,,18,20,26,46,6,7,7,1,0
2019,"Simmons, Alex",Simmons, Alex,SCA,SCA,,8,19,27,46,4,2,6,0,0
2019,"Scanlan, Chase",Scanlan, Chase,SNA,SNA,,14,22,23,45,4,2,5,2,1
2019,"S Hill, Owen",S Hill, Owen,SNA,SNA,,16,23,21,44,27,1,4,0,1
2019,"Eistrat, Pent",Eistrat, Pent,BRA,BRA,,19,22,21,43,2,0,6,0,0
2019,"Lanchbury, Ryan",Lanchbury, Ryan,BUR,BUR,,7,14,29,43,4,4,7,0,0
2019,"Currie, Damon",Currie, Damon,BUR,BUR,,19,11,30,41,0,4,3,0,3
2019,"Kitchen, Charlie",Kitchen, Charlie,TOR,TOR,,17,20,21,41,2,1,0,2,0
2019,"Mayea, Brayden",Mayea, Brayden,SCA,SCA,,16,18,23,41,0,2,5,0,0
2019,"Pilcher, Luke",Pilcher, Luke,BUR,BUR,,10,18,23,41,2,8,6,3,0
2019,"Orpana, Devyn",Orpana, Devyn,KWE,KWE,,18,13,27,40,10,0,2,0,0
2019,"English, Sam",English, Sam,BUR,BUR,,12,15,24,39,0,2,7,1,1
2019,"Hanna, Tristan",Hanna, Tristan,TOR,TOR,,16,18,21,39,6,5,1,1,2
2019,"Hogg, Graydon",Hogg, Graydon,WHI,WHI,,15,17,21,38,10,2,1,0,0
2019,"Bukta, Curtis",Bukta, Curtis,ORA,ORA,,19,8,29,37,4,0,4,0,2
2019,"Nanticoke, Tehoka",Nanticoke, Tehoka,SNA,SNA,,12,20,16,36,12,4,6,1,1
2019,"Vince, Kyle",Vince, Kyle,BRA,BRA,,20,17,19,36,48,0,0,1,2
2019,"Follows, Henry",Follows, Henry,OAK,OAK,,19,19,16,35,0,2,3,0,1
2019,"Kennery, Kyle",Kennery, Kyle,OAK,OAK,,20,9,26,35,28,3,1,0,0
2019,"Qu, Edward",Qu, Edward,OAK,OAK,,18,15,20,35,29,1,2,0,1
2019,"Scanlan, Clay",Scanlan, Clay,SNA,SNA,,19,7,28,35,2,0,3,1,2
2019,"Barnable, Ryan",Barnable, Ryan,WHI,WHI,,16,11,21,32,2,0,3,2,3
2019,"Lombardi, John",Lombardi, John,OAK,OAK,,15,16,15,31,2,1,1,2,0
2019,"Boudreau, Jake",Boudreau, Jake,BRA,BRA,,19,12,18,30,14,0,1,1,1
2019,"Power, Jakob",Power, Jakob,BLS,BLS,,14,22,8,30,51,7,2,0,0
2019,"Simons, Alec",Simons, Alec,MIM,MIM,,17,7,23,30,52,2,4,1,2
2019,"X Rosa, Jake",Rosa, Jake,KWE,KWE,,16,11,19,30,6,0,0,1,0
2019,"Haigh, Ryan",Haigh, Ryan,MIM,MIM,,20,4,24,28,23,0,0,0,0
2019,"Kirwin, Bailey",Kirwin, Bailey,BLS,BLS,,19,7,21,28,4,1,6,0,0
2019,"Brown, Tyler",Brown, Tyler,SCA,SCA,,11,15,12,27,2,3,4,0,0
2019,"McConvey, Jonathon",McConvey, Jonathon,MIM,MIM,,20,11,16,27,43,1,0,1,1
2019,"Mcdonald, Cam",Mcdonald, Cam,ORA,ORA,,18,5,22,27,12,1,3,1,0
2019,"Vezina, John",Vezina, John,BRA,BRA,,15,10,17,27,4,3,1,0,0
2019,"Wolf, Adam",Wolf, Adam,OAK,OAK,,11,6,21,27,4,1,7,0,0
2019,"Pipher, Parker",Pipher, Parker,WHI,WHI,,20,7,19,26,10,0,2,0,0
2019,"Hiltz, Owen",Hiltz, Owen,PET,PET,,12,15,9,24,2,1,5,0,0
2019,"Robinson, Mike",Robinson, Mike,PET,PET,,12,17,7,24,8,6,2,0,0
2019,"Boissonneault, Mathieu",Boissonneault, Mathieu,WHI,WHI,,20,5,18,23,0,0,1,0,3
2019,"Brand, Carter",Brand, Carter,TOR,TOR,,10,9,14,23,0,0,1,0,0
2019,"Hill, Kevin Owen",Hill, Kevin Owen,SNA,SNA,,19,9,13,22,14,0,1,0,1
2019,"LeClair, Sam",LeClair, Sam,SCA,SCA,,11,10,12,22,0,1,0,0,0
2019,"X Barrett, Trevor",Barrett, Trevor,KWE,KWE,,16,5,17,22,0,0,1,1,0
2019,"Caskenette, Jordan",Caskenette, Jordan,ORA,ORA,,18,4,17,21,19,0,1,0,0
2019,"Eames, Tyler",Eames, Tyler,WHI,WHI,,11,15,6,21,4,2,2,0,0
2019,"Limoges, Liam",Limoges, Liam,MIM,MIM,,6,8,13,21,2,1,4,0,1
2019,"Mayea, Devyn",Mayea, Devyn,BUR,BUR,,19,8,13,21,56,0,0,0,2
2019,"Westley, Sean",Westley, Sean,PET,PET,,13,6,15,21,0,1,1,0,0
2019,"Chisholm, Connor",Chisholm, Connor,BLS,BLS,,18,15,4,19,24,6,1,0,0
2019,"Deaken, Zack",Deaken, Zack,ORA,ORA,,20,4,15,19,22,0,1,0,0
2019,"Hendrycks, Tyler",Hendrycks, Tyler,PET,PET,,14,5,14,19,4,1,0,0,1
2019,"Raposo, Jakson",Raposo, Jakson,TOR,TOR,,20,10,9,19,30,0,0,1,0
2019,"Robinson, Luke",Robinson, Luke,BUR,BUR,,14,11,8,19,0,1,1,0,0
2019,"Sunderland, Zac",Sunderland, Zac,BRA,BRA,,11,6,13,19,0,0,1,0,0
2019,"John, Ron",John, Ron,SNA,SNA,,19,11,7,18,8,0,1,5,0
2019,"McCannell, Mike",McCannell, Mike,ORA,ORA,,17,6,12,18,2,0,0,0,2
2019,"Ogilvie, Mitch",Ogilvie, Mitch,PET,PET,,18,8,10,18,12,0,0,0,1
2019,"Page, Carter",Page, Carter,PET,PET,,10,10,8,18,2,1,4,2,0
2019,"Reid, Jackson",Reid, Jackson,SNA,SNA,,5,7,10,17,0,3,2,0,1
2019,"X Braniff, Nate",Braniff, Nate,KWE,KWE,,15,4,13,17,8,0,3,0,0
2019,"Cordingley, Bryce",Cordingley, Bryce,OAK,OAK,,15,6,10,16,4,0,0,0,0
2019,"Corsi, Matteo",Corsi, Matteo,BRA,BRA,,9,5,11,16,0,0,2,2,1
2019,"Kilgour, Kyler",Kilgour, Kyler,SCA,SCA,,20,5,11,16,14,0,1,0,0
2019,"Acchione, Matthew",Acchione, Matthew,BLS,BLS,,8,3,12,15,4,0,5,0,0
2019,"Bowhunter, Wake:Riat",Bowhunter, Wake:Riat,SNA,SNA,,9,4,11,15,0,0,0,1,1
2019,"Hancock, Cam",Hancock, Cam,KWE,KWE,,17,5,10,15,12,0,0,0,0
2019,"Lockyer-Fagan, Braedan",Lockyer-Fagan, Braedan,BLS,BLS,,18,4,11,15,8,1,1,0,0
2019,"Power, Gordie",Power, Gordie,BLS,BLS,,18,9,6,15,44,0,3,0,0
2019,"Carnduff, William",Carnduff, William,WHI,WHI,,20,6,8,14,22,0,0,0,0
2019,"Friesen, Owen",Friesen, Owen,SCA,SCA,,19,2,12,14,12,0,3,0,0
2019,"Searle, Jeremy",Searle, Jeremy,ORA,ORA,,19,7,7,14,0,0,0,0,0
2019,"(AP) Hickey, Jacob",(AP) Hickey, Jacob,TOR,TOR,,7,1,12,13,2,0,0,0,0
2019,"Dawick AP, Luke",Dawick AP, Luke,OAK,OAK,,5,3,10,13,0,0,1,0,0
2019,"Donville, Jonathan",Donville, Jonathan,ORA,ORA,,5,5,8,13,0,0,3,0,0
2019,"Goddard, Curtis",Goddard, Curtis,OAK,OAK,,15,4,9,13,4,0,1,0,0
2019,"Grant, Owen",Grant, Owen,TOR,TOR,,15,9,4,13,30,0,0,0,0
2019,"Hastings, Carter",Hastings, Carter,PET,PET,,14,1,12,13,2,0,1,0,0
2019,"James, Dylan",James, Dylan,PET,PET,,3,0,13,13,0,0,1,0,0
2019,"Jones, Callum",Jones, Callum,BUR,BUR,,18,2,11,13,35,0,1,0,3
2019,"Thomson, Keaton",Thomson, Keaton,MIM,MIM,,18,5,8,13,4,0,0,0,0
2019,"Conley, Curtis",Conley, Curtis,TOR,TOR,,20,5,7,12,20,0,0,1,1
2019,"Dawick, Josh",Dawick, Josh,WHI,WHI,,4,5,7,12,2,0,1,2,0
2019,"Halls, Tyler",Halls, Tyler,ORA,ORA,,20,6,6,12,2,0,0,1,0
2019,"Leclair, Liam",Leclair, Liam,SNA,SNA,,20,4,8,12,14,1,0,0,0
2019,"McGreggor, Brayden",McGreggor, Brayden,PET,PET,,16,4,8,12,7,0,0,0,0
2019,"Pratt, Dustyn",Pratt, Dustyn,ORA,ORA,,20,5,7,12,24,0,0,2,0
2019,"X Borgatti, Andrew",Borgatti, Andrew,KWE,KWE,,20,6,6,12,30,0,0,2,0
2019,"Brown, Travis",Brown, Travis,ORA,ORA,,19,1,10,11,17,0,0,0,0
2019,"Cresswell, Braydon",Cresswell, Braydon,MIM,MIM,,9,7,4,11,35,2,0,0,0
2019,"Davis, Tyler",Davis, Tyler,SNA,SNA,,7,2,9,11,6,0,1,0,0
2019,"Dilks, Jamie",Dilks, Jamie,SNA,SNA,,20,3,8,11,2,0,0,1,0
2019,"Fannell, Bradley",Fannell, Bradley,SCA,SCA,,20,6,5,11,18,0,0,1,0
2019,"Fiegehen, Mike",Fiegehen, Mike,ORA,ORA,,6,4,7,11,0,0,0,0,0
2019,"Halliwell, Shane",Halliwell, Shane,KWE,KWE,,16,6,5,11,16,0,1,0,0
2019,"McKenna, Jordan",McKenna, Jordan,ORA,ORA,,15,2,9,11,0,0,0,0,0
2019,"Moyer, Carson",Moyer, Carson,BLS,BLS,,9,4,7,11,4,0,1,0,0
2019,"Trumble, Ben",Trumble, Ben,BLS,BLS,,17,2,9,11,17,0,0,0,0
2019,"Whitty, Tom",Whitty, Tom,SCA,SCA,,20,1,10,11,16,0,0,0,0
2019,"X Cole, Tanner",Cole, Tanner,KWE,KWE,,10,3,8,11,0,1,0,0,1
2019,"Yarranton, Max",Yarranton, Max,BRA,BRA,,21,6,5,11,2,0,0,0,0
2019,"Fairey, Josh",Fairey, Josh,TOR,TOR,,15,5,5,10,0,0,1,0,1
2019,"Maltby AP, Andrew",Maltby AP, Andrew,BLS,BLS,,10,2,8,10,0,0,2,0,0
2019,"Salinas, Gutch",Salinas, Gutch,BUR,BUR,,16,3,7,10,29,0,0,0,1
2019,"Szabo, Joey",Szabo, Joey,MIM,MIM,,16,3,7,10,2,0,3,1,0
2019,"Van Der Zalm, Saul",Van Der Zalm, Saul,SCA,SCA,,20,5,5,10,12,0,0,0,0
2019,"X Mazzuca, Phil",Mazzuca, Phil,OAK,OAK,,20,5,5,10,19,1,0,1,0
2019,"(AP) Tkachuk, Justin",(AP) Tkachuk, Justin,TOR,TOR,,14,4,5,9,15,0,0,0,0
2019,"Aquanno, Connor",Aquanno, Connor,SCA,SCA,,5,2,7,9,0,0,0,0,0
2019,"Argent, Tye",Argent, Tye,BUR,BUR,,7,5,4,9,0,0,0,0,0
2019,"Booth, Percy",Booth, Percy,SNA,SNA,,17,4,5,9,27,0,0,0,0
2019,"Duncan, Matthew",Duncan, Matthew,TOR,TOR,,15,1,8,9,18,0,0,0,1
2019,"Graham, Rory",Graham, Rory,MIM,MIM,,18,3,6,9,29,0,1,0,0
2019,"Marinier, Matt",Marinier, Matt,BUR,BUR,,19,4,5,9,39,0,1,0,0
2019,"McGregor, Gavin",McGregor, Gavin,SCA,SCA,,11,2,7,9,0,0,0,0,0
2019,"Smith, Hodowas",Smith, Hodowas,SNA,SNA,,8,3,6,9,19,0,0,0,1
2019,"X Balawejder, Daniel",Balawejder, Daniel,SNA,SNA,,20,1,8,9,28,1,0,0,1
2019,"(AP) Boyden, Jack",(AP) Boyden, Jack,TOR,TOR,,4,2,6,8,0,0,0,0,0
2019,"Biles, Tyler",Biles, Tyler,BRA,BRA,,19,1,7,8,53,0,0,0,0
2019,"Blount-Smith, Owen",Blount-Smith, Owen,BRA,BRA,,20,2,6,8,16,0,0,1,0
2019,"Caskenette, Brody",Caskenette, Brody,ORA,ORA,,8,3,5,8,0,1,1,0,0
2019,"Driscoll, Kyle",Driscoll, Kyle,KWE,KWE,,17,3,5,8,4,0,1,0,0
2019,"Gagliardi, Jonathan",Gagliardi, Jonathan,OAK,OAK,,15,3,5,8,23,0,1,0,0
2019,"Handsor, Kobe",Handsor, Kobe,WHI,WHI,,19,0,8,8,14,0,1,0,0
2019,"Harris, Latrell",Harris, Latrell,SCA,SCA,,14,2,6,8,10,0,0,0,0
2019,"Harris, Mike",Harris, Mike,BUR,BUR,,20,4,4,8,2,0,0,2,2
2019,"Martin, Curtis",Martin, Curtis,PET,PET,,10,2,6,8,6,0,0,0,0
2019,"Mcdonald, Liam",Mcdonald, Liam,SCA,SCA,,3,3,5,8,0,0,0,0,0
2019,"Reed, Scott",Reed, Scott,WHI,WHI,,20,5,3,8,27,0,0,0,0
2019,"Smith, Matt",Smith, Matt,PET,PET,,19,4,4,8,37,0,1,1,0
2019,"St Onge, Rylee",St Onge, Rylee,SCA,SCA,,19,5,3,8,2,0,0,0,0
2019,"Abrams, Maccoy",Abrams, Maccoy,SNA,SNA,,3,4,3,7,6,0,0,0,0
2019,"Connor, Joe",Connor, Joe,BLS,BLS,,20,2,5,7,46,0,0,0,0
2019,"Kamminga, Mason",Kamminga, Mason,SCA,SCA,,18,3,4,7,34,0,0,0,0
2019,"Kauffeldt, Devlin",Kauffeldt, Devlin,BLS,BLS,,17,3,4,7,25,0,0,0,0
2019,"Mandeville, Oriale",Mandeville, Oriale,BLS,BLS,,18,3,4,7,6,0,1,0,0
2019,"Race, Julian",Race, Julian,SCA,SCA,,2,0,7,7,0,0,0,0,0
2019,"Tamlin, Matt",Tamlin, Matt,PET,PET,,9,3,4,7,71,0,0,0,0
2019,"X Dawick, Josh",Dawick, Josh,WHI,WHI,,4,2,5,7,0,0,0,0,0
2019,"X Di Lella, Matt",Di Lella, Matt,BUR,BUR,,20,4,3,7,16,0,0,1,0
2019,"Bolsterli, Oliver",Bolsterli, Oliver,SNA,SNA,,17,1,5,6,10,0,0,0,0
2019,"Commandant, Caleb",Commandant, Caleb,OAK,OAK,,17,1,5,6,16,0,1,0,0
2019,"Firth (AP), Sam",Firth (AP), Sam,ORA,ORA,,3,2,4,6,0,1,0,0,0
2019,"Hunt, Colin",Hunt, Colin,BUR,BUR,,19,0,6,6,6,0,0,0,0
2019,"Leclair, Sam",Leclair, Sam,SCA,SCA,,1,1,5,6,0,1,5,0,0
2019,"Millsap (AP), Noah",Millsap (AP), Noah,ORA,ORA,,3,2,4,6,0,0,0,0,0
2019,"Noble, Pierson",Noble, Pierson,MIM,MIM,,20,1,5,6,18,0,0,0,1
2019,"Pace, Alex",Pace, Alex,SCA,SCA,,20,1,5,6,24,0,0,0,1
2019,"Wallace, Peytin",Wallace, Peytin,WHI,WHI,,18,0,6,6,20,0,0,0,0
2019,"X Kearney AP, Zack",Kearney, Zack,OAK,OAK,,4,3,3,6,0,0,0,0,0
2019,"Young, Zach",Young, Zach,MIM,MIM,,6,1,5,6,2,0,0,0,0
2019,"Allaer AP, Landon",Allaer AP, Landon,KWE,KWE,,6,0,5,5,6,0,0,0,0
2019,"Begley AP, Carter",Begley AP, Carter,MIM,MIM,,4,1,4,5,0,0,0,0,0
2019,"Berg, Justin",Berg, Justin,BLS,BLS,,14,0,5,5,0,0,0,0,0
2019,"Bradshaw, Aaron",Bradshaw, Aaron,PET,PET,,5,1,4,5,2,0,1,0,0
2019,"Budway, Jack (AP)",Budway, Jack (AP),WHI,WHI,,2,2,3,5,0,0,0,0,0
2019,"Dong, Kevin",Dong, Kevin,OAK,OAK,,19,3,2,5,13,0,0,0,1
2019,"Doolittle, Jake",Doolittle, Jake,WHI,WHI,,20,0,5,5,8,0,0,0,1
2019,"Greyeyes, Aaron",Greyeyes, Aaron,SNA,SNA,,9,2,3,5,4,0,0,0,0
2019,"Lowes, Holden",Lowes, Holden,PET,PET,,19,1,4,5,10,0,0,0,0
2019,"Martino, Jacob",Martino, Jacob,OAK,OAK,,18,2,3,5,28,0,0,0,1
2019,"McCrory, Liam",McCrory, Liam,BLS,BLS,,9,3,2,5,2,1,0,0,0
2019,"Oakes, Tesi",Oakes, Tesi,ORA,ORA,,2,2,3,5,0,0,1,0,0
2019,"Petite, Noah",Petite, Noah,PET,PET,,7,1,4,5,2,0,0,0,0
2019,"Saunders, Jacob",Saunders, Jacob,BUR,BUR,,13,1,4,5,20,0,1,0,0
2019,"Skidders, Isaiah",Skidders, Isaiah,SNA,SNA,,3,1,4,5,0,0,0,0,0
2019,"Somers AP, Brad",Somers AP, Brad,OAK,OAK,,6,1,4,5,2,0,0,0,0
2019,"Swanton, Logan",Swanton, Logan,ORA,ORA,,14,2,3,5,2,0,0,0,0
2019,"Sykes, Matthew",Sykes, Matthew,MIM,MIM,,9,1,4,5,21,0,1,0,0
2019,"Thompson (AP), Ty",Thompson (AP), Ty,ORA,ORA,,2,3,2,5,0,0,1,0,0
2019,"Thompson, Josh",Thompson, Josh,BRA,BRA,,20,1,4,5,8,0,0,0,0
2019,"Thomson AP, Finlay",Thomson AP, Finlay,MIM,MIM,,4,2,3,5,2,1,1,0,0
2019,"Walker, Brayden",Walker, Brayden,KWE,KWE,,9,3,2,5,0,0,0,0,0
2019,"(AP) Dooley, Taylor",(AP) Dooley, Taylor,TOR,TOR,,18,3,1,4,14,0,0,0,0
2019,"Anderson, David",Anderson, David,TOR,TOR,,4,3,1,4,0,0,0,0,1
2019,"Barnes, Rowisonkies",Barnes, Rowisonkies,PET,PET,,4,0,4,4,0,0,1,0,1
2019,"Bolger, Dawson",Bolger, Dawson,KWE,KWE,,6,1,3,4,0,0,0,0,0
2019,"Bomberry, Davin",Bomberry, Davin,SNA,SNA,,4,0,4,4,2,0,0,0,0
2019,"Bushey, Jayden",Bushey, Jayden,PET,PET,,7,0,4,4,0,0,1,0,0
2019,"Crowley, Kevin",Crowley, Kevin,MIM,MIM,,9,0,4,4,0,0,0,0,0
2019,"Erskine, Brett",Erskine, Brett,SCA,SCA,,2,1,3,4,0,0,2,0,0
2019,"Jackman, Michael",Jackman, Michael,OAK,OAK,,19,1,3,4,14,0,0,0,0
2019,"Janse, Gage",Janse, Gage,BLS,BLS,,11,0,4,4,6,0,0,0,0
2019,"Kangas, Charlie",Kangas, Charlie,PET,PET,,6,0,4,4,4,0,0,0,0
2019,"McKenzie, Carter",McKenzie, Carter,KWE,KWE,,5,3,1,4,0,0,0,1,0
2019,"Medeiros, Jordan",Medeiros, Jordan,BRA,BRA,,19,0,4,4,22,0,0,0,1
2019,"Mikulik, Ty",Mikulik, Ty,ORA,ORA,,19,0,4,4,27,0,0,0,0
2019,"Snider, Lucas",Snider, Lucas,KWE,KWE,,10,2,2,4,19,0,1,0,0
2019,"Thistlethwaite, Adam",Thistlethwaite, Adam,PET,PET,,16,2,2,4,4,0,0,0,0
2019,"Utrosa, Ben",Utrosa, Ben,WHI,WHI,,17,2,2,4,18,0,0,0,0
2019,"Wyers, Cameron",Wyers, Cameron,TOR,TOR,,12,2,2,4,28,0,0,1,0
2019,"X MAYEA, BRAYDEN",Mayea,Brayden,SCA,SCA,,1,0,4,4,0,0,1,0,0
2019,"Ash AP, Riley",Ash AP, Riley,ORA,ORA,,2,0,3,3,0,0,0,0,0
2019,"Beaulieu AP, Noah",Beaulieu AP, Noah,MIM,MIM,,4,0,3,3,6,0,0,0,0
2019,"Black-Fernandes, Ethan",Black-Fernandes, Ethan,TOR,TOR,,20,0,3,3,25,0,0,0,0
2019,"Boehm, Jonah",Boehm, Jonah,KWE,KWE,,18,0,3,3,8,0,0,0,0
2019,"Cecile, Will",Cecile, Will,BUR,BUR,,11,1,2,3,4,0,1,0,0
2019,"Coulman, Hayden",Coulman, Hayden,OAK,OAK,,17,0,3,3,6,0,0,0,0
2019,"Creasor, Caleb",Creasor, Caleb,BLS,BLS,,11,2,1,3,6,0,0,0,0
2019,"Follows, Jack",Follows, Jack,OAK,OAK,,16,1,2,3,4,1,0,0,0
2019,"Handsor, Brett",Handsor, Brett,BLS,BLS,,4,0,3,3,4,0,1,0,0
2019,"MacDonald AP, Graham",MacDonald AP, Graham,BLS,BLS,,6,1,2,3,2,0,0,0,0
2019,"Mackay, Liam",Mackay, Liam,BRA,BRA,,10,2,1,3,11,0,0,0,0
2019,"McKinnon, Ian",McKinnon, Ian,WHI,WHI,,12,0,3,3,94,0,2,0,0
2019,"Pitt, George",Pitt, George,ORA,ORA,,5,2,1,3,2,0,0,0,0
2019,"Pitt, Norm",Pitt, Norm,ORA,ORA,,6,1,2,3,0,0,0,0,0
2019,"Renzetti, Lucas",Renzetti, Lucas,BLS,BLS,,17,0,3,3,21,0,0,0,0
2019,"Riggs, Ethan",Riggs, Ethan,BUR,BUR,,19,0,3,3,31,0,0,0,1
2019,"Robinson, Luke",Robinson, Luke,BUR,BUR,,1,1,2,3,0,0,0,0,0
2019,"Romanchych, Curtis",Romanchych, Curtis,ORA,ORA,,11,1,2,3,17,0,0,0,0
2019,"Stoop, Mark",Stoop, Mark,PET,PET,,2,1,2,3,0,0,0,0,0
2019,"Wallace, Blain",Wallace, Blain,BUR,BUR,,2,1,2,3,2,0,1,0,0
2019,"Ward, Aaron",Ward, Aaron,SCA,SCA,,2,1,2,3,0,0,0,0,0
2019,"Webb, Nicholas",Webb, Nicholas,PET,PET,,19,0,3,3,6,0,0,0,0
2019,"X (AP) Martin, Justin",Martin, Justin,TOR,TOR,,3,2,1,3,0,0,0,1,0
2019,"(AP) Nizielski, Kaz",(AP) Nizielski, Kaz,TOR,TOR,,6,0,2,2,2,0,0,0,0
2019,"(UAP) Romano, Luca",(UAP) Romano, Luca,TOR,TOR,,2,0,2,2,0,0,0,0,0
2019,"Anderson, Daris",Anderson, Daris,SNA,SNA,,1,0,2,2,2,0,0,0,0
2019,"Carroll AP, James",Carroll AP, James,OAK,OAK,,7,0,2,2,2,0,1,0,1
2019,"Cole, Joe",Cole, Joe,PET,PET,,1,1,1,2,0,0,0,0,0
2019,"Collins, Tom",Collins, Tom,PET,PET,,3,2,0,2,0,0,0,0,0
2019,"Cook-Down, Owen",Cook-Down, Owen,TOR,TOR,,6,1,1,2,4,0,0,0,0
2019,"DeAmicis, Patrick",DeAmicis, Patrick,BRA,BRA,,20,0,2,2,0,0,0,0,0
2019,"Egan, Cam",Egan, Cam,TOR,TOR,,12,1,1,2,21,0,0,0,0
2019,"Ertel AP, Justin",Ertel AP, Justin,KWE,KWE,,2,0,2,2,0,0,2,0,0
2019,"Grace, Michael",Grace, Michael,BUR,BUR,,16,0,2,2,6,0,0,0,0
2019,"Grandel, Tyler",Grandel, Tyler,PET,PET,,20,2,0,2,16,0,0,0,0
2019,"Hall, Curtis",Hall, Curtis,KWE,KWE,,20,0,2,2,29,0,0,0,0
2019,"Howard, Gavin",Howard, Gavin,SCA,SCA,,2,0,2,2,0,0,0,0,0
2019,"Hrynluk, Pete",Hrynluk, Pete,SCA,SCA,,3,2,0,2,0,0,0,0,0
2019,"Iozzo, Gabe",Iozzo, Gabe,MIM,MIM,,10,0,2,2,6,0,1,0,0
2019,"Kane, Kerry",Kane, Kerry,TOR,TOR,,3,1,1,2,0,0,0,0,0
2019,"Kaschalk, Patrick",Kaschalk, Patrick,BUR,BUR,,5,0,2,2,4,0,0,0,0
2019,"Kenney, Nolam",Kenney, Nolam,MIM,MIM,,16,1,1,2,4,0,0,0,0
2019,"Kit, John",Kit, John,SCA,SCA,,16,2,0,2,2,0,0,0,0
2019,"Lebar, Noah",Lebar, Noah,KWE,KWE,,20,0,2,2,21,0,0,0,0
2019,"McDonnel, Brendan",McDonnel, Brendan,PET,PET,,2,0,2,2,0,0,0,0,0
2019,"Okaema, Emeka",Okaema, Emeka,TOR,TOR,,20,0,2,2,8,0,0,0,0
2019,"Powless, Marshall",Powless, Marshall,SNA,SNA,,1,1,1,2,0,1,0,0,0
2019,"Sanderson (AP), Cam",Sanderson (AP), Cam,ORA,ORA,,2,0,2,2,2,0,0,0,0
2019,"Thomas, Dalton",Thomas, Dalton,SNA,SNA,,2,1,1,2,0,0,0,0,1
2019,"Thompson, Nonkon",Thompson, Nonkon,SNA,SNA,,2,0,2,2,6,0,0,0,0
2019,"Walker, Jason",Walker, Jason,BRA,BRA,,4,0,2,2,14,0,0,0,1
2019,"Weier, Chris",Weier, Chris,ORA,ORA,,6,1,1,2,0,0,0,0,0
