Year,player_name,last_name,last_name_year,first_name,team,team_clean,Position,games_played,goals,assists,points,penalty_mins,pp_goals,pp_assists,sh_goals,sh_assists,
2019,"Wyers, Cameron",Wyers,"Wyers, 2019", Cameron,TOR,TOR,,12,2,2,4,28,0,0,1,0,
2019,"X MAYEA, BRAYDEN",Mayea,"Mayea, 2019",Brayden,SCA,SCA,,1,0,4,4,0,0,1,0,0,
2019,"Ash AP, Riley",Ash AP,"Ash AP, 2019", Riley,ORA,ORA,,2,0,3,3,0,0,0,0,0,
2019,"Beaulieu AP, Noah",Beaulieu AP,"Beaulieu AP, 2019", Noah,MIM,MIM,,4,0,3,3,6,0,0,0,0,
2019,"Black-Fernandes, Ethan",Black-Fernandes,"Black-Fernandes, 2019", Ethan,TOR,TOR,,20,0,3,3,25,0,0,0,0,
2019,"Boehm, Jonah",Boehm,"Boehm, 2019", Jonah,KWE,KWE,,18,0,3,3,8,0,0,0,0,
2019,"Cecile, Will",Cecile,"Cecile, 2019", Will,BUR,BUR,,11,1,2,3,4,0,1,0,0,
2019,"Coulman, Hayden",Coulman,"Coulman, 2019", Hayden,OAK,OAK,,17,0,3,3,6,0,0,0,0,
2019,"Creasor, Caleb",Creasor,"Creasor, 2019", Caleb,BLS,BLS,,11,2,1,3,6,0,0,0,0,
2019,"Follows, Jack",Follows,"Follows, 2019", Jack,OAK,OAK,,16,1,2,3,4,1,0,0,0,
2019,"Handsor, Brett",Handsor,"Handsor, 2019", Brett,BLS,BLS,,4,0,3,3,4,0,1,0,0,
2019,"MacDonald AP, Graham",MacDonald AP,"MacDonald AP, 2019", Graham,BLS,BLS,,6,1,2,3,2,0,0,0,0,
2019,"Mackay, Liam",Mackay,"Mackay, 2019", Liam,BRA,BRA,,10,2,1,3,11,0,0,0,0,
2019,"McKinnon, Ian",McKinnon,"McKinnon, 2019", Ian,WHI,WHI,,12,0,3,3,94,0,2,0,0,
2019,"Pitt, George",Pitt,"Pitt, 2019", George,ORA,ORA,,5,2,1,3,2,0,0,0,0,
2019,"Pitt, Norm",Pitt,"Pitt, 2019", Norm,ORA,ORA,,6,1,2,3,0,0,0,0,0,
2019,"Renzetti, Lucas",Renzetti,"Renzetti, 2019", Lucas,BLS,BLS,,17,0,3,3,21,0,0,0,0,
2019,"Riggs, Ethan",Riggs,"Riggs, 2019", Ethan,BUR,BUR,,19,0,3,3,31,0,0,0,1,
2019,"Robinson, Luke",Robinson,"Robinson, 2019", Luke,BUR,BUR,,1,1,2,3,0,0,0,0,0,
2019,"Romanchych, Curtis",Romanchych,"Romanchych, 2019", Curtis,ORA,ORA,,11,1,2,3,17,0,0,0,0,
2019,"Stoop, Mark",Stoop,"Stoop, 2019", Mark,PET,PET,,2,1,2,3,0,0,0,0,0,
2019,"Wallace, Blain",Wallace,"Wallace, 2019", Blain,BUR,BUR,,2,1,2,3,2,0,1,0,0,
2019,"Ward, Aaron",Ward,"Ward, 2019", Aaron,SCA,SCA,,2,1,2,3,0,0,0,0,0,
2019,"Webb, Nicholas",Webb,"Webb, 2019", Nicholas,PET,PET,,19,0,3,3,6,0,0,0,0,
2019,"X (AP) Martin, Justin",Martin,"Martin, 2019", Justin,TOR,TOR,,3,2,1,3,0,0,0,1,0,
2019,"(AP) Nizielski, Kaz",(AP) Nizielski,"(AP) Nizielski, 2019", Kaz,TOR,TOR,,6,0,2,2,2,0,0,0,0,
2019,"(UAP) Romano, Luca",(UAP) Romano,"(UAP) Romano, 2019", Luca,TOR,TOR,,2,0,2,2,0,0,0,0,0,
2019,"Anderson, Daris",Anderson,"Anderson, 2019", Daris,SNA,SNA,,1,0,2,2,2,0,0,0,0,
2019,"Carroll AP, James",Carroll AP,"Carroll AP, 2019", James,OAK,OAK,,7,0,2,2,2,0,1,0,1,
2019,"Cole, Joe",Cole,"Cole, 2019", Joe,PET,PET,,1,1,1,2,0,0,0,0,0,
2019,"Collins, Tom",Collins,"Collins, 2019", Tom,PET,PET,,3,2,0,2,0,0,0,0,0,
2019,"Cook-Down, Owen",Cook-Down,"Cook-Down, 2019", Owen,TOR,TOR,,6,1,1,2,4,0,0,0,0,
2019,"DeAmicis, Patrick",DeAmicis,"DeAmicis, 2019", Patrick,BRA,BRA,,20,0,2,2,0,0,0,0,0,
2019,"Egan, Cam",Egan,"Egan, 2019", Cam,TOR,TOR,,12,1,1,2,21,0,0,0,0,
2019,"Ertel AP, Justin",Ertel AP,"Ertel AP, 2019", Justin,KWE,KWE,,2,0,2,2,0,0,2,0,0,
2019,"Grace, Michael",Grace,"Grace, 2019", Michael,BUR,BUR,,16,0,2,2,6,0,0,0,0,
2019,"Grandel, Tyler",Grandel,"Grandel, 2019", Tyler,PET,PET,,20,2,0,2,16,0,0,0,0,
2019,"Hall, Curtis",Hall,"Hall, 2019", Curtis,KWE,KWE,,20,0,2,2,29,0,0,0,0,
2019,"Howard, Gavin",Howard,"Howard, 2019", Gavin,SCA,SCA,,2,0,2,2,0,0,0,0,0,
2019,"Hrynluk, Pete",Hrynluk,"Hrynluk, 2019", Pete,SCA,SCA,,3,2,0,2,0,0,0,0,0,
2019,"Iozzo, Gabe",Iozzo,"Iozzo, 2019", Gabe,MIM,MIM,,10,0,2,2,6,0,1,0,0,
2019,"Kane, Kerry",Kane,"Kane, 2019", Kerry,TOR,TOR,,3,1,1,2,0,0,0,0,0,
2019,"Kaschalk, Patrick",Kaschalk,"Kaschalk, 2019", Patrick,BUR,BUR,,5,0,2,2,4,0,0,0,0,
2019,"Kenney, Nolam",Kenney,"Kenney, 2019", Nolam,MIM,MIM,,16,1,1,2,4,0,0,0,0,
2019,"Kit, John",Kit,"Kit, 2019", John,SCA,SCA,,16,2,0,2,2,0,0,0,0,
2019,"Lebar, Noah",Lebar,"Lebar, 2019", Noah,KWE,KWE,,20,0,2,2,21,0,0,0,0,
2019,"McDonnel, Brendan",McDonnel,"McDonnel, 2019", Brendan,PET,PET,,2,0,2,2,0,0,0,0,0,
2019,"Okaema, Emeka",Okaema,"Okaema, 2019", Emeka,TOR,TOR,,20,0,2,2,8,0,0,0,0,
2019,"Powless, Marshall",Powless,"Powless, 2019", Marshall,SNA,SNA,,1,1,1,2,0,1,0,0,0,
2019,"Sanderson (AP), Cam",Sanderson (AP),"Sanderson (AP), 2019", Cam,ORA,ORA,,2,0,2,2,2,0,0,0,0,
2019,"Thomas, Dalton",Thomas,"Thomas, 2019", Dalton,SNA,SNA,,2,1,1,2,0,0,0,0,1,
2019,"Thompson, Nonkon",Thompson,"Thompson, 2019", Nonkon,SNA,SNA,,2,0,2,2,6,0,0,0,0,
2019,"Walker, Jason",Walker,"Walker, 2019", Jason,BRA,BRA,,4,0,2,2,14,0,0,0,1,
2019,"Weier, Chris",Weier,"Weier, 2019", Chris,ORA,ORA,,6,1,1,2,0,0,0,0,0,
2019,"Wheeler, Daniel",Wheeler,"Wheeler, 2019", Daniel,BRA,BRA,,17,0,2,2,31,0,0,0,0,
2019,"X Ackie, Jordan",Ackie,"Ackie, 2019", Jordan,KWE,KWE,,13,0,2,2,4,0,0,0,0,
2019,"X Rowe, Sam",Rowe,"Rowe, 2019", Sam,MIM,MIM,,15,0,2,2,8,0,0,0,0,
2019,"(AP) McGinnis, Cam",(AP) McGinnis,"(AP) McGinnis, 2019", Cam,TOR,TOR,,1,0,1,1,0,0,1,0,0,
2019,"Altmann, Michael",Altmann,"Altmann, 2019", Michael,MIM,MIM,,9,0,1,1,8,0,0,0,0,
2019,"Anderson, Daris",Anderson,"Anderson, 2019", Daris,SNA,SNA,,8,0,1,1,7,0,0,0,0,
2019,"Andersson, Mike (AP)",Andersson,"Andersson, 2019", Mike (AP),WHI,WHI,,2,0,1,1,0,0,0,0,0,
2019,"Beaulieu, Noah",Beaulieu,"Beaulieu, 2019", Noah,MIM,MIM,,1,0,1,1,0,0,0,0,0,
2019,"Belter, Zach",Belter,"Belter, 2019", Zach,ORA,ORA,,3,0,1,1,0,0,0,0,0,
2019,"Clark, Andrew",Clark,"Clark, 2019", Andrew,KWE,KWE,,20,0,1,1,4,0,0,0,0,
2019,"Columbus, Bo",Columbus,"Columbus, 2019", Bo,KWE,KWE,,14,1,0,1,17,0,0,0,0,
2019,"Cook, Avery",Cook,"Cook, 2019", Avery,PET,PET,,9,1,0,1,6,0,0,0,0,
2019,"Davis, Cal",Davis,"Davis, 2019", Cal,PET,PET,,4,1,0,1,2,0,0,0,0,
2019,"Essensa AP, Cameron",Essensa AP,"Essensa AP, 2019", Cameron,MIM,MIM,,1,0,1,1,0,0,0,0,0,
2019,"Ford AP, Tyler",Ford AP,"Ford AP, 2019", Tyler,NA,NA,,1,0,1,1,0,0,0,0,0,
2019,"Fox, Hayden",Fox,"Fox, 2019", Hayden,SNA,SNA,,10,0,1,1,46,0,0,0,0,
2019,"Fulgenzi, Nick",Fulgenzi,"Fulgenzi, 2019", Nick,BLS,BLS,,11,0,1,1,14,0,0,0,0,
2019,"Gabura, James",Gabura,"Gabura, 2019", James,OAK,OAK,,8,0,1,1,2,0,0,0,0,
2019,"Garcia, Jacob",Garcia,"Garcia, 2019", Jacob,NA,NA,,1,1,0,1,0,1,0,0,0,
2019,"Gaston, Alex",Gaston,"Gaston, 2019", Alex,SCA,SCA,,1,0,1,1,0,0,1,0,0,
2019,"Gowland, James",Gowland,"Gowland, 2019", James,SNA,SNA,,15,0,1,1,4,0,0,0,0,
2019,"Hazelwood, Oliver",Hazelwood,"Hazelwood, 2019", Oliver,PET,PET,,4,0,1,1,0,0,0,0,0,
2019,"Hunt, Jamie",Hunt,"Hunt, 2019", Jamie,ORA,ORA,,14,0,1,1,14,0,0,0,0,
2019,"Jackman AP, Brian",Jackman AP,"Jackman AP, 2019", Brian,OAK,OAK,,1,1,0,1,0,0,0,0,0,
2019,"Knowles, Jakob",Knowles,"Knowles, 2019", Jakob,KWE,KWE,,3,0,1,1,0,0,0,0,0,
2019,"Kromer, Adam",Kromer,"Kromer, 2019", Adam,WHI,WHI,,19,0,1,1,12,0,0,0,0,
2019,"Lyons, Brad",Lyons,"Lyons, 2019", Brad,PET,PET,,8,1,0,1,33,0,0,0,0,
2019,"Martin, Callyn",Martin,"Martin, 2019", Callyn,KWE,KWE,,11,1,0,1,4,0,0,0,0,
2019,"McMillan, Jacob",McMillan,"McMillan, 2019", Jacob,SCA,SCA,,2,1,0,1,0,0,0,0,0,
2019,"Miller, Matt",Miller,"Miller, 2019", Matt,SNA,SNA,,11,0,1,1,2,0,0,0,0,
2019,"Noseworthy UAP, Caden",Noseworthy UAP,"Noseworthy UAP, 2019", Caden,MIM,MIM,,3,0,1,1,0,0,0,0,0,
2019,"Robinson, Kobe",Robinson,"Robinson, 2019", Kobe,BLS,BLS,,20,0,1,1,27,0,1,0,0,
2019,"Roode, Nick",Roode,"Roode, 2019", Nick,PET,PET,,1,0,1,1,0,0,0,0,0,
2019,"Smith, Jayden",Smith,"Smith, 2019", Jayden,SNA,SNA,,9,1,0,1,2,0,0,0,0,
2019,"Snow, Gavin",Snow,"Snow, 2019", Gavin,OAK,OAK,,3,1,0,1,0,0,0,0,0,
2019,"Squire Hill, Isaac",Squire Hill,"Squire Hill, 2019", Isaac,SNA,SNA,,14,0,1,1,19,0,0,0,0,
2019,"Stannard, Ethan",Stannard,"Stannard, 2019", Ethan,PET,PET,,18,1,0,1,26,0,0,0,0,
2019,"Steele, Liam",Steele,"Steele, 2019", Liam,BRA,BRA,,8,0,1,1,4,0,1,0,0,
2019,"Stroop, Mark",Stroop,"Stroop, 2019", Mark,PET,PET,,1,1,0,1,0,0,0,0,0,
2019,"Tanner, Cole",Tanner,"Tanner, 2019", Cole,KWE,KWE,,2,0,1,1,0,0,0,0,0,
2019,"Vanderude, Lydon",Vanderude,"Vanderude, 2019", Lydon,PET,PET,,1,0,1,1,0,0,0,0,0,
2019,"White, Keegan (AP)",White,"White, 2019", Keegan (AP),WHI,WHI,,1,1,0,1,0,0,0,0,0,
2019,"Zavitz, Keaton",Zavitz,"Zavitz, 2019", Keaton,SCA,SCA,,1,0,1,1,0,0,0,0,0,
2019,"(AP) Braithwaite, Andrew",(AP) Braithwaite,"(AP) Braithwaite, 2019", Andrew,TOR,TOR,,3,0,0,0,19,0,0,0,0,
2019,"(AP) Byrne, Brendan",(AP) Byrne,"(AP) Byrne, 2019", Brendan,TOR,TOR,,1,0,0,0,0,0,0,0,0,
2019,"(AP) Gagne, Martin",(AP) Gagne,"(AP) Gagne, 2019", Martin,TOR,TOR,,1,0,0,0,0,0,0,0,0,
2019,"(AP) Hickey, Jackson",(AP) Hickey,"(AP) Hickey, 2019", Jackson,TOR,TOR,,2,0,0,0,2,0,0,0,0,
2019,"(AP) McLaughlin, Aidan",(AP) McLaughlin,"(AP) McLaughlin, 2019", Aidan,TOR,TOR,,2,0,0,0,0,0,0,0,0,
2019,"(AP) Quance, Ethan",(AP) Quance,"(AP) Quance, 2019", Ethan,TOR,TOR,,1,0,0,0,0,0,0,0,0,
2019,"(AP) Stepto, Marcus",(AP) Stepto,"(AP) Stepto, 2019", Marcus,TOR,TOR,,1,0,0,0,2,0,0,0,0,
2019,"(AP) Veltman, Kris",(AP) Veltman,"(AP) Veltman, 2019", Kris,TOR,TOR,,1,0,0,0,0,0,0,0,0,
2019,"(UAP) Crawford, Doug",(UAP) Crawford,"(UAP) Crawford, 2019", Doug,TOR,TOR,,1,0,0,0,0,0,0,0,0,
2019,"(UAP) Romano, Dante",(UAP) Romano,"(UAP) Romano, 2019", Dante,TOR,TOR,,1,0,0,0,0,0,0,0,0,
2019,"Aggus, Hunter",Aggus,"Aggus, 2019", Hunter,BUR,BUR,,7,0,0,0,8,0,0,0,0,
2019,"Albert AP, Richie",Albert AP,"Albert AP, 2019", Richie,KWE,KWE,,1,0,0,0,0,0,0,0,0,
2019,"Allaer, Landon",Allaer,"Allaer, 2019", Landon,KWE,KWE,,1,0,0,0,0,0,0,0,0,
2019,"Almond, Jack",Almond,"Almond, 2019", Jack,OAK,OAK,,1,0,0,0,0,0,0,0,0,
2019,"Barnes (AP), Brett",Barnes (AP),"Barnes (AP), 2019", Brett,KWE,KWE,,2,0,0,0,0,0,0,0,0,
2019,"Beaulieu AP, Noah",Beaulieu AP,"Beaulieu AP, 2019", Noah,MIM,MIM,,1,0,0,0,0,0,0,0,0,
2019,"Bedlington, Morgan",Bedlington,"Bedlington, 2019", Morgan,PET,PET,,1,0,0,0,0,0,0,0,0,
2019,"Bolger (AP), Nathan",Bolger (AP),"Bolger (AP), 2019", Nathan,KWE,KWE,,1,0,0,0,0,0,0,0,0,
2019,"Bomberry, Davin",Bomberry,"Bomberry, 2019", Davin,SNA,SNA,,1,0,0,0,0,0,0,0,0,
2019,"Boyle, Brenden",Boyle,"Boyle, 2019", Brenden,BUR,BUR,,9,0,0,0,2,0,0,0,0,
2019,"Braitwhaite, Andrew",Braitwhaite,"Braitwhaite, 2019", Andrew,TOR,TOR,,1,0,0,0,4,0,0,0,0,
2019,"Chubb AP, Jay",Chubb AP,"Chubb AP, 2019", Jay,SNA,SNA,,2,0,0,0,0,0,0,0,0,
2019,"Connel, Caleb",Connel,"Connel, 2019", Caleb,PET,PET,,2,0,0,0,2,0,0,0,0,
2019,"Coulman AP, Zack",Coulman AP,"Coulman AP, 2019", Zack,OAK,OAK,,2,0,0,0,4,0,0,0,0,
2019,"Cox, Avery",Cox,"Cox, 2019", Avery,PET,PET,,1,0,0,0,2,0,0,0,0,
2019,"Crowley, Ben",Crowley,"Crowley, 2019", Ben,PET,PET,,1,0,0,0,0,0,0,0,0,
2019,"Dale AP, Owen",Dale AP,"Dale AP, 2019", Owen,MIM,MIM,,6,0,0,0,0,0,0,0,0,
2019,"Dale, Owen",Dale,"Dale, 2019", Owen,PET,PET,,5,0,0,0,2,0,0,0,0,
2019,"Dalton, Andrew",Dalton,"Dalton, 2019", Andrew,PET,PET,,3,0,0,0,2,0,0,0,0,
2019,"DeAmicis, Matt",DeAmicis,"DeAmicis, 2019", Matt,BRA,BRA,,1,0,0,0,0,0,0,0,0,
2019,"Delill, Riley",Delill,"Delill, 2019", Riley,BRA,BRA,,16,0,0,0,14,0,0,0,0,
2019,"Dempers, Tristan (AP)",Dempers,"Dempers, 2019", Tristan (AP),WHI,WHI,,2,0,0,0,0,0,0,0,0,
2019,"Dempers, Tristen",Dempers,"Dempers, 2019", Tristen,WHI,WHI,,19,0,0,0,6,0,0,0,0,
2019,"Dong AP, Chris",Dong AP,"Dong AP, 2019", Chris,OAK,OAK,,1,0,0,0,2,0,0,0,0,
2019,"Doxtator, Isaac",Doxtator,"Doxtator, 2019", Isaac,SNA,SNA,,1,0,0,0,0,0,0,0,0,
2019,"Draper, Brett",Draper,"Draper, 2019", Brett,ORA,ORA,,1,0,0,0,2,0,0,0,0,
2019,"Dunn (AP), Jack",Dunn (AP),"Dunn (AP), 2019", Jack,KWE,KWE,,1,0,0,0,0,0,0,0,0,
2019,"Elliott, Darren (AP)",Elliott,"Elliott, 2019", Darren (AP),WHI,WHI,,2,0,0,0,0,0,0,0,0,
2019,"English, Ty",English,"English, 2019", Ty,BUR,BUR,,1,0,0,0,0,0,0,0,0,
2019,"Essensa AP, Ryan",Essensa AP,"Essensa AP, 2019", Ryan,MIM,MIM,,2,0,0,0,0,0,0,0,0,
2019,"Ethier AP, Nate",Ethier AP,"Ethier AP, 2019", Nate,NA,NA,,1,0,0,0,2,0,0,0,0,
2019,"Fearn, Aiden",Fearn,"Fearn, 2019", Aiden,SNA,SNA,,1,0,0,0,0,0,0,0,0,
2019,"Ferguson, Jacob",Ferguson,"Ferguson, 2019", Jacob,PET,PET,,1,0,0,0,0,0,0,0,0,
2019,"Ferris AP, Liam",Ferris AP,"Ferris AP, 2019", Liam,MIM,MIM,,2,0,0,0,8,0,0,0,0,
2019,"Fletcher AP, Tye",Fletcher AP,"Fletcher AP, 2019", Tye,KWE,KWE,,2,0,0,0,2,0,0,0,0,
2019,"Gowland, Sam",Gowland,"Gowland, 2019", Sam,SNA,SNA,,2,0,0,0,0,0,0,0,0,
2019,"Hazelwood, Oliver",Hazelwood,"Hazelwood, 2019", Oliver,PET,PET,,2,0,0,0,2,0,0,0,0,
2019,"Horsley, Andrew",Horsley,"Horsley, 2019", Andrew,BRA,BRA,,11,0,0,0,36,0,0,0,0,
2019,"Hulbert, Nick",Hulbert,"Hulbert, 2019", Nick,OAK,OAK,,19,0,0,0,11,0,0,0,0,
2019,"Hyland, Quinn (AP)",Hyland,"Hyland, 2019", Quinn (AP),WHI,WHI,,2,0,0,0,0,0,0,0,0,
2019,"Ielcoulson, Jacob",Ielcoulson,"Ielcoulson, 2019", Jacob,PET,PET,,1,0,0,0,0,0,0,0,0,
2019,"Jackson, Trent",Jackson,"Jackson, 2019", Trent,SCA,SCA,,9,0,0,0,2,0,0,0,0,
2019,"Jacobs, Myles",Jacobs,"Jacobs, 2019", Myles,SNA,SNA,,1,0,0,0,0,0,0,0,0,
2019,"Jellton, Cade",Jellton,"Jellton, 2019", Cade,PET,PET,,1,0,0,0,0,0,0,0,0,
2019,"Johnson, Jacob",Johnson,"Johnson, 2019", Jacob,SCA,SCA,,4,0,0,0,21,0,0,0,0,
2019,"Kahn, Keegan",Kahn,"Kahn, 2019", Keegan,BUR,BUR,,1,0,0,0,0,0,0,0,0,
2019,"Keenan, Luke",Keenan,"Keenan, 2019", Luke,WHI,WHI,,3,0,0,0,4,0,0,0,0,
2019,"Kolodka, Tyler",Kolodka,"Kolodka, 2019", Tyler,SCA,SCA,,1,0,0,0,0,0,0,0,0,
2019,"Kolwich, Kyle",Kolwich,"Kolwich, 2019", Kyle,TOR,TOR,,1,0,0,0,0,0,0,0,0,
2019,"Landriault, Noah",Landriault,"Landriault, 2019", Noah,BLS,BLS,,1,0,0,0,0,0,0,0,0,
2019,"Lawr (AP), Harry",Lawr (AP),"Lawr (AP), 2019", Harry,ORA,ORA,,1,0,0,0,0,0,0,0,0,
2019,"Lefebvre, JŽrŽmi (AP) Phoenix-",Lefebvre,"Lefebvre, 2019", JŽrŽmi (AP) Phoenix-,TOR,TOR,,2,0,0,0,0,0,0,0,0,
2019,"Lint, Connor",Lint,"Lint, 2019", Connor,BLS,BLS,,20,0,0,0,15,0,0,0,0,
2019,"Longotore, Jackson",Longotore,"Longotore, 2019", Jackson,PET,PET,,1,0,0,0,0,0,0,0,0,
2019,"Lowe, Reid",Lowe,"Lowe, 2019", Reid,BRA,BRA,,12,0,0,0,2,0,0,0,0,
2019,"MacDonnell, Ben (AP)",MacDonnell,"MacDonnell, 2019", Ben (AP),WHI,WHI,,11,0,0,0,4,0,0,0,0,
2019,"McGrath (AP), Liam",McGrath (AP),"McGrath (AP), 2019", Liam,ORA,ORA,,1,0,0,0,0,0,0,0,0,
2019,"McMillan, Jacob",McMillan,"McMillan, 2019", Jacob,SCA,SCA,,1,0,0,0,0,0,0,0,0,
2019,"Miller (UAP), Davin",Miller (UAP),"Miller (UAP), 2019", Davin,SNA,SNA,,1,0,0,0,0,0,0,0,0,
2019,"Miller, Zachary",Miller,"Miller, 2019", Zachary,SNA,SNA,,2,0,0,0,0,0,0,0,0,
2019,"Minor, Bench",Minor,"Minor, 2019", Bench,OAK,OAK,,9,0,0,0,4,0,0,0,0,
2019,"Newman, Tyler",Newman,"Newman, 2019", Tyler,TOR,TOR,,1,0,0,0,0,0,0,0,0,
2019,"O'Connell AP, Brodie",O'Connell AP,"O'Connell AP, 2019", Brodie,ORA,ORA,,2,0,0,0,0,0,0,0,0,
2019,"Olan, Ryan",Olan,"Olan, 2019", Ryan,WHI,WHI,,1,0,0,0,0,0,0,0,0,
2019,"Parkinson, Jacob",Parkinson,"Parkinson, 2019", Jacob,BUR,BUR,,1,0,0,0,0,0,0,0,0,
2019,"Pattyn, Matt",Pattyn,"Pattyn, 2019", Matt,KWE,KWE,,1,0,0,0,0,0,0,0,0,
2019,"Pellicione, David",Pellicione,"Pellicione, 2019", David,TOR,TOR,,1,0,0,0,0,0,0,0,0,
2019,"Pouliot (UAP), Nathan",Pouliot (UAP),"Pouliot (UAP), 2019", Nathan,SNA,SNA,,1,0,0,0,0,0,0,0,0,
2019,"Radbourne (AP), Kent",Radbourne (AP),"Radbourne (AP), 2019", Kent,KWE,KWE,,1,0,0,0,0,0,0,0,0,
2019,"Ristov (AP), Owen OJ",Ristov (AP),"Ristov (AP), 2019", Owen OJ,KWE,KWE,,3,0,0,0,2,0,0,0,0,
2019,"Robinson, Tim",Robinson,"Robinson, 2019", Tim,PET,PET,,2,0,0,0,0,0,0,0,0,
2019,"Rutty, Nolan",Rutty,"Rutty, 2019", Nolan,BLS,BLS,,6,0,0,0,10,0,0,0,0,
2019,"Sands, Raps",Sands,"Sands, 2019", Raps,PET,PET,,1,0,0,0,0,0,0,0,0,
2019,"Shand, Matt (AP)",Shand,"Shand, 2019", Matt (AP),WHI,WHI,,1,0,0,0,0,0,0,0,0,
2019,"Shoreman, Devin",Shoreman,"Shoreman, 2019", Devin,BLS,BLS,,2,0,0,0,0,0,0,0,0,
2019,"Stoop, Jacob",Stoop,"Stoop, 2019", Jacob,PET,PET,,1,0,0,0,0,0,0,0,0,
2019,"Thomson AP, Hudson",Thomson AP,"Thomson AP, 2019", Hudson,MIM,MIM,,9,0,0,0,12,0,0,0,0,
2019,"Travassos, Jack",Travassos,"Travassos, 2019", Jack,BUR,BUR,,1,0,0,0,2,0,0,0,0,
2019,"Vail, Tanner",Vail,"Vail, 2019", Tanner,SCA,SCA,,18,0,0,0,4,0,0,0,0,
2019,"Vautour AP, Dawson",Vautour AP,"Vautour AP, 2019", Dawson,KWE,KWE,,2,0,0,0,2,0,0,0,0,
2019,"Vautour, Dawson",Vautour,"Vautour, 2019", Dawson,KWE,KWE,,1,0,0,0,0,0,0,0,0,
2019,"Vezina, James",Vezina,"Vezina, 2019", James,BRA,BRA,,1,0,0,0,0,0,0,0,0,
2019,"Weber AP, Travis",Weber AP,"Weber AP, 2019", Travis,KWE,KWE,,2,0,0,0,0,0,0,0,0,
2019,"Webster AP, Jackson",Webster AP,"Webster AP, 2019", Jackson,BLS,BLS,,1,0,0,0,0,0,0,0,0,
2019,"Wheeler, John",Wheeler,"Wheeler, 2019", John,WHI,WHI,,2,0,0,0,0,0,0,0,0,
2019,"Wheller, John (AP)",Wheller,"Wheller, 2019", John (AP),WHI,WHI,,4,0,0,0,0,0,0,0,0,
2019,"Wilson, Mike",Wilson,"Wilson, 2019", Mike,SCA,SCA,,1,0,0,0,2,0,0,0,0,
2019,"X Cook Down, Owen",Cook Down,"Cook Down, 2019", Owen,BLS,BLS,,8,0,0,0,4,0,0,0,0,
2019,"X Kauffeldt, Taylor",Kauffeldt,"Kauffeldt, 2019", Taylor,BRA,BRA,,15,0,0,0,19,0,0,0,0,
2019,"X Rutty, Nolan",Rutty,"Rutty, 2019", Nolan,WHI,WHI,,3,0,0,0,6,0,0,0,0,
2018,"Teat, Jeff",Teat,"Teat, 2018", Jeff,BRA,BRA,O,17,40,72,112,13,2,10,3,1,
2018,"Smith, Ryan",Smith,"Smith, 2018", Ryan,BUR,BUR,F,20,52,49,101,0,8,11,3,0,
2018,"Petterson, Clarke",Petterson,"Petterson, 2018", Clarke,BRA,BRA,O,18,33,64,97,6,3,10,2,4,
2018,"Lanchbury, Ryan",Lanchbury,"Lanchbury, 2018", Ryan,BUR,BUR,O,16,30,58,88,28,7,14,0,2,
2018,"Staats, Austin",Staats,"Staats, 2018", Austin,SNA,SNA,O,14,42,45,87,73,5,11,6,1,
2018,"Donville, Jonathan",Donville,"Donville, 2018", Jonathan,MIM,MIM,O,18,37,47,84,14,12,3,1,3,
2018,"Boushy, Chris",Boushy,"Boushy, 2018", Chris,BUR,BUR,O,18,36,48,84,10,6,4,0,0,
2018,"Simmons, Alex",Simmons,"Simmons, 2018", Alex,SCA,SCA,F,13,37,45,82,18,7,16,3,0,
2018,"Cook, Tanner",Cook,"Cook, 2018", Tanner,WHI,WHI,F,18,46,28,74,91,4,5,1,1,
2018,"Kurtz, Tye",Kurtz,"Kurtz, 2018", Tye,KWE,KWE,F,20,19,54,73,22,2,10,0,1,
2018,"Waters, Kyle",Waters,"Waters, 2018", Kyle,ORA,ORA,F,19,42,31,73,4,6,7,3,0,
2018,"Currie, Damon",Currie,"Currie, 2018", Damon,BUR,BUR,O,18,23,43,66,2,6,6,1,1,
2018,"Zavitz, Carter",Zavitz,"Zavitz, 2018", Carter,SCA,SCA,O,17,30,36,66,8,5,10,2,0,
2018,"Del Zotto, Scott",Del Zotto,"Del Zotto, 2018", Scott,KWE,KWE,F,14,32,34,66,20,11,11,0,0,
2018,"Dawick, Josh",Dawick,"Dawick, 2018", Josh,TOR,TOR,F,19,26,39,65,0,2,8,0,2,
2018,"McConvey, Thomas",McConvey,"McConvey, 2018", Thomas,MIM,MIM,O,20,25,35,60,14,0,8,2,1,
2018,"Pyke, Spencer",Pyke,"Pyke, 2018", Spencer,KWE,KWE,F,19,30,29,59,17,5,2,0,0,
2018,"Knox, Jason",Knox,"Knox, 2018", Jason,BUR,BUR,O,14,15,44,59,16,2,19,0,1,
2018,"Cattoni, Taite",Cattoni,"Cattoni, 2018", Taite,PET,PET,F,13,24,35,59,21,5,6,0,0,
2018,"Pipher, Devin",Pipher,"Pipher, 2018", Devin,WHI,WHI,F,20,19,39,58,43,4,10,0,0,
2018,"Longboat, Travis",Longboat,"Longboat, 2018", Travis,SNA,SNA,,17,27,31,58,12,6,5,2,2,
2018,"Wittig, Jeff",Wittig,"Wittig, 2018", Jeff,SCA,SCA,O,16,24,34,58,4,8,12,0,1,
2018,"Westley, Sean",Westley,"Westley, 2018", Sean,PET,PET,F,16,15,41,56,10,5,8,0,1,
